Title,Awards,Awards_won,Awards_nominated,Prime_Awards_nominated,Oscars_Awards_nominated,Golden_Globe_Awards_nominated,BAFTA_Awards_nominated,Prime_Awards_won,Oscars_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won,Other_nominations,Other_wins
After Midnight,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Guy and a Girl,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
A Senhora das Águas,None.,0,0,0,0,0,0,0,0,0,0,0,0
Doble juego,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agentstvo NLS,None.,0,0,0,0,0,0,0,0,0,0,0,0
Access Mayor,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ah yasamak var ya!,None.,0,0,0,0,0,0,0,0,0,0,0,0
No Escape: Prison Rape,None.,0,0,0,0,0,0,0,0,0,0,0,0
Allies at War,None.,0,0,0,0,0,0,0,0,0,0,0,0
Volcanoes,None.,0,0,0,0,0,0,0,0,0,0,0,0
A pèl,None.,0,0,0,0,0,0,0,0,0,0,0,0
Casting,None.,0,0,0,0,0,0,0,0,0,0,0,0
Promise Land,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Alejo y Valentina,None.,0,0,0,0,0,0,0,0,0,0,0,0
Acosada,None.,0,0,0,0,0,0,0,0,0,0,0,0
2020 Vision,None.,0,0,0,0,0,0,0,0,0,0,0,0
Binomio. Los siameses españoles,None.,0,0,0,0,0,0,0,0,0,0,0,0
Captured,None.,0,0,0,0,0,0,0,0,0,0,0,0
A la suerte de la olla,None.,0,0,0,0,0,0,0,0,0,0,0,0
Mink Liberation Front,None.,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Film Theory with Professor Gregor,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ask Anna,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Africa,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ashleigh Banfield: On Location,None.,0,0,0,0,0,0,0,0,0,0,0,0
A las tr3s,None.,0,0,0,0,0,0,0,0,0,0,0,0
Guardian,None.,0,0,0,0,0,0,0,0,0,0,0,0
48 Hour Wedding,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agencija osameni srca,None.,0,0,0,0,0,0,0,0,0,0,0,0
Diary of a Mad Black Woman,None.,0,0,0,0,0,0,0,0,0,0,0,0
Encounter,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Jóia de África,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Hanratty: The Whole Truth,None.,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Floor,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Minha Sogra É uma Bruxa,None.,0,0,0,0,0,0,0,0,0,0,0,0
Around Space,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Verdade de...,None.,0,0,0,0,0,0,0,0,0,0,0,0
Art That Shook the World,None.,0,0,0,0,0,0,0,0,0,0,0,0
7 Vidas,None.,0,0,0,0,0,0,0,0,0,0,0,0
A escena,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Littlest Circus,None.,0,0,0,0,0,0,0,0,0,0,0,0
Down to Earth,None.,0,0,0,0,0,0,0,0,0,0,0,0
Anatomía de la naturaleza,None.,0,0,0,0,0,0,0,0,0,0,0,0
One for the Money,None.,0,0,0,0,0,0,0,0,0,0,0,0
On the Run,None.,0,0,0,0,0,0,0,0,0,0,0,0
$2 Bill,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Highway,None.,0,0,0,0,0,0,0,0,0,0,0,0
Así la libro,None.,0,0,0,0,0,0,0,0,0,0,0,0
092,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ally McSqueal,None.,0,0,0,0,0,0,0,0,0,0,0,0
Wanted,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Sound of Music Children,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Question of Sex,None.,0,0,0,0,0,0,0,0,0,0,0,0
20 Cars That Changed the World,None.,0,0,0,0,0,0,0,0,0,0,0,0
Xena: Warrior Princess - A Friend in Need (The Director's Cut),None.,0,0,0,0,0,0,0,0,0,0,0,0
Stages: Three Days in Mexico - Britney Spears,None.,0,0,0,0,0,0,0,0,0,0,0,0
As Dioptrias de Elisa,None.,0,0,0,0,0,0,0,0,0,0,0,0
One Hundred,None.,0,0,0,0,0,0,0,0,0,0,0,0
Against All Odds: Rowing the Pacific,None.,0,0,0,0,0,0,0,0,0,0,0,0
La fotografia,2 wins.,2,0,0,0,0,0,0,0,0,0,0,2
The Players,None.,0,0,0,0,0,0,0,0,0,0,0,0
Allra mest tecknat,None.,0,0,0,0,0,0,0,0,0,0,0,0
00 Heaven,None.,0,0,0,0,0,0,0,0,0,0,0,0
3 bogatyrya,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abenteuer Ferne,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abenteuer Natur,None.,0,0,0,0,0,0,0,0,0,0,0,0
All Together Now,None.,0,0,0,0,0,0,0,0,0,0,0,0
Under Suspicion,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0,9,4
Space Millenium,None.,0,0,0,0,0,0,0,0,0,0,0,0
A CARography,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sex; Lies and Celebrity Recipes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jackanory: The Curse of Karrit Poor,None.,0,0,0,0,0,0,0,0,0,0,0,0
Surviving September 11th: The Story of One New York Family,None.,0,0,0,0,0,0,0,0,0,0,0,0
Lord; I Believe,None.,0,0,0,0,0,0,0,0,0,0,0,0
$100 Taxi Ride,None.,0,0,0,0,0,0,0,0,0,0,0,0
All the Rage,None.,0,0,0,0,0,0,0,0,0,0,0,0
Addem and the Ants,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adults Only: The Secret History of the Other Hollywood,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ab ins Bett!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Amigos en la noche,None.,0,0,0,0,0,0,0,0,0,0,0,0
Blood Money,None.,0,0,0,0,0,0,0,0,0,0,0,0
Conflict Desert Storm,None.,0,0,0,0,0,0,0,0,0,0,0,0
Detective Conan: Countdown to Heaven,None.,0,0,0,0,0,0,0,0,0,0,0,0
Autovision,None.,0,0,0,0,0,0,0,0,0,0,0,0
Asian Enigma,None.,0,0,0,0,0,0,0,0,0,0,0,0
A War Diary,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sodomania 35: Shades of Expression,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alles auf Rot,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alles auf Rot(licht),None.,0,0,0,0,0,0,0,0,0,0,0,0
100% cine,None.,0,0,0,0,0,0,0,0,0,0,0,0
Academia de Estrelas,None.,0,0,0,0,0,0,0,0,0,0,0,0
Acorrentados,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jet Set Fraternity Gang Bang,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Bug Movie,None.,0,0,0,0,0,0,0,0,0,0,0,0
1000 oficios,None.,0,0,0,0,0,0,0,0,0,0,0,0
Hay que volver a empezar,None.,0,0,0,0,0,0,0,0,0,0,0,0
Happy Anniversary; Harry,None.,0,0,0,0,0,0,0,0,0,0,0,0
Andy Pandy,None.,0,0,0,0,0,0,0,0,0,0,0,0
Orlando Bloom Profile,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alle Wetter!,None.,0,0,0,0,0,0,0,0,0,0,0,0
A tarde é nosa,None.,0,0,0,0,0,0,0,0,0,0,0,0
2001 nen no otoko un,None.,0,0,0,0,0,0,0,0,0,0,0,0
100% Urlaub,None.,0,0,0,0,0,0,0,0,0,0,0,0
30x30: Kid Flicks,None.,0,0,0,0,0,0,0,0,0,0,0,0
America.01,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Week in the West End,None.,0,0,0,0,0,0,0,0,0,0,0,0
75th Annual Macy's Thanksgiving Day Parade,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
25i ora,None.,0,0,0,0,0,0,0,0,0,0,0,0
37 Grad plus,None.,0,0,0,0,0,0,0,0,0,0,0,0
Only Human,None.,0,0,0,0,0,0,0,0,0,0,0,0
Al dente,None.,0,0,0,0,0,0,0,0,0,0,0,0
Artèria 33,None.,0,0,0,0,0,0,0,0,0,0,0,0
Midnight Street Racing,None.,0,0,0,0,0,0,0,0,0,0,0,0
All Eyes On,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aigaio nyn kai aei,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adventures of Chhota Birbal,None.,0,0,0,0,0,0,0,0,0,0,0,0
Luna,None.,0,0,0,0,0,0,0,0,0,0,0,0
Apanhados da Bola,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Chopper Is Born,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Plane Is Born,None.,0,0,0,0,0,0,0,0,0,0,0,0
2004 plin 3,None.,0,0,0,0,0,0,0,0,0,0,0,0
50 lepta,None.,0,0,0,0,0,0,0,0,0,0,0,0
6+1,None.,0,0,0,0,0,0,0,0,0,0,0,0
Arte Europa,None.,0,0,0,0,0,0,0,0,0,0,0,0
Animal Action,None.,0,0,0,0,0,0,0,0,0,0,0,0
AJPW Samurai TV,None.,0,0,0,0,0,0,0,0,0,0,0,0
90 kai kati,None.,0,0,0,0,0,0,0,0,0,0,0,0
AJW Samurai TV,None.,0,0,0,0,0,0,0,0,0,0,0,0
A chistera,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Wider World,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ai wa seigi,None.,0,0,0,0,0,0,0,0,0,0,0,0
2001 NFL Draft,None.,0,0,0,0,0,0,0,0,0,0,0,0
Akui,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sextrip - Heisses Pflaster Amsterdam,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Cry for Help,None.,0,0,0,0,0,0,0,0,0,0,0,0
Baby Hospital,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ay; mi madre,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Confession,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Contest Winner,None.,0,0,0,0,0,0,0,0,0,0,0,0
United Snakes of America,None.,0,0,0,0,0,0,0,0,0,0,0,0
A saco,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Round with Pace,None.,0,0,0,0,0,0,0,0,0,0,0,0
Amigo Zoo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Reality Bites,None.,0,0,0,0,0,0,0,0,0,0,0,0
A ciencia cierta,None.,0,0,0,0,0,0,0,0,0,0,0,0
24 Hours in the Life of a City,None.,0,0,0,0,0,0,0,0,0,0,0,0
Angelina Ballerina: The Show Must Go On,None.,0,0,0,0,0,0,0,0,0,0,0,0
Andalucía Mágica,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Message from God,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ai to seishun no takarazuka - koi yorimo inochi yorimo,None.,0,0,0,0,0,0,0,0,0,0,0,0
La última noche,None.,0,0,0,0,0,0,0,0,0,0,0,0
Legale Entanglement,None.,0,0,0,0,0,0,0,0,0,0,0,0
Arjen historia,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Vida é Bela,None.,0,0,0,0,0,0,0,0,0,0,0,0
Babestation,None.,0,0,0,0,0,0,0,0,0,0,0,0
3LW: Live on Sunset,None.,0,0,0,0,0,0,0,0,0,0,0,0
Bad Ass Black Babes,None.,0,0,0,0,0,0,0,0,0,0,0,0
2001 American League Championship Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
100% cinemaspop,None.,0,0,0,0,0,0,0,0,0,0,0,0
Man's Best Friend,None.,0,0,0,0,0,0,0,0,0,0,0,0
10 Things You Didn't Know About ...,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Bike Is Born,None.,0,0,0,0,0,0,0,0,0,0,0,0
55 Mercer Street,None.,0,0,0,0,0,0,0,0,0,0,0,0
2002 American League Championship Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adrenaline Science: Lethal Predators,None.,0,0,0,0,0,0,0,0,0,0,0,0
Adrenaline Science - Danger Zone,None.,0,0,0,0,0,0,0,0,0,0,0,0
Give It Up,None.,0,0,0,0,0,0,0,0,0,0,0,0
2002 National League Championship Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
Autizmus és savant szindróma,None.,0,0,0,0,0,0,0,0,0,0,0,0
7 Dagen 'Woonbeleving',None.,0,0,0,0,0,0,0,0,0,0,0,0
7 Dagen 'Liefde is niet te bewijzen',None.,0,0,0,0,0,0,0,0,0,0,0,0
The Investigators: Badge of Dishonor,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Kalahari Family,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
The Truth: The Making of 'Truth Be Told',None.,0,0,0,0,0,0,0,0,0,0,0,0
Am I My Brother's Keeper?,None.,0,0,0,0,0,0,0,0,0,0,0,0
5 Go Dating,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Big Country Revisited,None.,0,0,0,0,0,0,0,0,0,0,0,0
Albert Asks,None.,0,0,0,0,0,0,0,0,0,0,0,0
When the Truth Hurts; Lie,None.,0,0,0,0,0,0,0,0,0,0,0,0
Al-Bahhar Mondi,None.,0,0,0,0,0,0,0,0,0,0,0,0
2001 National League Championship Series,None.,0,0,0,0,0,0,0,0,0,0,0,0
Revival of Authentic Islam in San Francisco,None.,0,0,0,0,0,0,0,0,0,0,0,0
Afrikanische Totenklage,None.,0,0,0,0,0,0,0,0,0,0,0,0
411,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ajimu - Kaigan Monogatari,None.,0,0,0,0,0,0,0,0,0,0,0,0
Kitchen Chemistry with Heston Blumenthal,None.,0,0,0,0,0,0,0,0,0,0,0,0
ABCD ekologie aneb Zivotabudic,None.,0,0,0,0,0,0,0,0,0,0,0,0
Vanished in the Mist: Lost Newfoundland,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agent NB 3,None.,0,0,0,0,0,0,0,0,0,0,0,0
Spin the Bottle,None.,0,0,0,0,0,0,0,0,0,0,0,0
After the Fall,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agentstvo «Zolotaya pulya»,None.,0,0,0,0,0,0,0,0,0,0,0,0
Lest We Forget,None.,0,0,0,0,0,0,0,0,0,0,0,0
Behind Closed Doors,None.,0,0,0,0,0,0,0,0,0,0,0,0
Al Ayam Al Moutamarida,None.,0,0,0,0,0,0,0,0,0,0,0,0
Im Kreuzfeuer,None.,0,0,0,0,0,0,0,0,0,0,0,0
100 Hours,None.,0,0,0,0,0,0,0,0,0,0,0,0
Akela,None.,0,0,0,0,0,0,0,0,0,0,0,0
Intermezzo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Achanak 37 Saal Baad,None.,0,0,0,0,0,0,0,0,0,0,0,0
2020,None.,0,0,0,0,0,0,0,0,0,0,0,0
2001-2002 Los Angeles Lakers NBA Champions,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Return of the King,Won 11 Oscars. Another 174 wins & 113 nominations.,185,113,0,0,0,0,0,11,0,0,113,174
Baggage,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Fighting Temptations,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0,11,4
Escape from Cuba,None.,0,0,0,0,0,0,0,0,0,0,0,0
Attack of the Killer Hog,None.,0,0,0,0,0,0,0,0,0,0,0,0
An American Reunion,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aftermath,None.,0,0,0,0,0,0,0,0,0,0,0,0
Once Upon a Time in Mexico,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0,4,3
Fear X,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0,5,1
The Baby Juice Express,None.,0,0,0,0,0,0,0,0,0,0,0,0
Betrayal,None.,0,0,0,0,0,0,0,0,0,0,0,0
Scary Movie 3,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
Confidence,None.,0,0,0,0,0,0,0,0,0,0,0,0
A.U.S.A.,None.,0,0,0,0,0,0,0,0,0,0,0,0
Escape from Taliban,None.,0,0,0,0,0,0,0,0,0,0,0,0
Imagining Argentina,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Won 1 Oscar. Another 11 wins & 14 nominations.,12,14,0,0,0,0,0,1,0,0,14,11
Automotive Showcase,None.,0,0,0,0,0,0,0,0,0,0,0,0
Jimmy Kimmel Live!,Won 3 Primetime Emmys. Another 44 nominations.,3,44,0,0,0,0,3,0,0,0,44,0
Dickie Roberts: Former Child Star,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Frozen Impact,None.,0,0,0,0,0,0,0,0,0,0,0,0
La gotera,None.,0,0,0,0,0,0,0,0,0,0,0,0
Around the World in 80 Days,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
The Kiss,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Trust,None.,0,0,0,0,0,0,0,0,0,0,0,0
The One,None.,0,0,0,0,0,0,0,0,0,0,0,0
Seabiscuit,Nominated for 7 Oscars. Another 6 wins & 36 nominations.,6,43,0,7,0,0,0,0,0,0,36,6
Abby,None.,0,0,0,0,0,0,0,0,0,0,0,0
Saved!,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0,6,1
Cheese and Jam,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Hole in One,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Alienated,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Savannah,None.,0,0,0,0,0,0,0,0,0,0,0,0
People Like Us: Making 'Philadelphia',None.,0,0,0,0,0,0,0,0,0,0,0,0
Double Agent,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sailing the Master Home,None.,0,0,0,0,0,0,0,0,0,0,0,0
Whatever We Do,None.,0,0,0,0,0,0,0,0,0,0,0,0
You're My Hero,2 wins.,2,0,0,0,0,0,0,0,0,0,0,2
Star Trek: Elite Force II,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Door in the Floor,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0,7,2
A Casa das Sete Mulheres,14 wins & 22 nominations.,14,22,0,0,0,0,0,0,0,0,22,14
Made in Estonia,None.,0,0,0,0,0,0,0,0,0,0,0,0
40,None.,0,0,0,0,0,0,0,0,0,0,0,0
60 jours; 60 nuits,None.,0,0,0,0,0,0,0,0,0,0,0,0
Secrets,None.,0,0,0,0,0,0,0,0,0,0,0,0
La gran sorpresa,None.,0,0,0,0,0,0,0,0,0,0,0,0
Fighter Pilot: Operation Red Flag,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
X2 - Wolverine's Revenge,None.,0,0,0,0,0,0,0,0,0,0,0,0
21st Century Bard: The Making of Twelfth Night,None.,0,0,0,0,0,0,0,0,0,0,0,0
Cold Turkey,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,2,1
4Pop,None.,0,0,0,0,0,0,0,0,0,0,0,0
100 års indvandring,None.,0,0,0,0,0,0,0,0,0,0,0,0
Nashville Star,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Destiny's Child,None.,0,0,0,0,0,0,0,0,0,0,0,0
All American Girl,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Babysitter,None.,0,0,0,0,0,0,0,0,0,0,0,0
All of Us,12 nominations.,0,12,0,0,0,0,0,0,0,0,12,0
Mutti - Der Film,None.,0,0,0,0,0,0,0,0,0,0,0,0
Our Friend Saddam,None.,0,0,0,0,0,0,0,0,0,0,0,0
America's Next Top Model,5 wins & 34 nominations.,5,34,0,0,0,0,0,0,0,0,34,5
10.5,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,1,3,1,0,0,0,0,0,0,0,2,1
All Year Round with Katie Brown,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aarresaaren sankarit,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ambush Makeover,None.,0,0,0,0,0,0,0,0,0,0,0,0
Beyond Recognition,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Last Supper,None.,0,0,0,0,0,0,0,0,0,0,0,0
Vegas Dick,None.,0,0,0,0,0,0,0,0,0,0,0,0
WWE Judgment Day,None.,0,0,0,0,0,0,0,0,0,0,0,0
10-8: Officers on Duty,None.,0,0,0,0,0,0,0,0,0,0,0,0
Acción,None.,0,0,0,0,0,0,0,0,0,0,0,0
After the Game,9 nominations.,0,9,0,0,0,0,0,0,0,0,9,0
El alma herida,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Minute with Stan Hooper,None.,0,0,0,0,0,0,0,0,0,0,0,0
54321,None.,0,0,0,0,0,0,0,0,0,0,0,0
90 Days in Hollywood,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agora É Que São Elas,8 nominations.,0,8,0,0,0,0,0,0,0,0,8,0
All About the Andersons,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
Ambassadøren,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Brotherhood of Poland; New Hampshire,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
The Hollow,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
A Miami Tail,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Secret Santa,3 wins.,3,0,0,0,0,0,0,0,0,0,0,3
American Racer,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Ferro E Fogo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Ren & Stimpy 'Adult Party Cartoon',None.,0,0,0,0,0,0,0,0,0,0,0,0
All About You,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Other Woman,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Achieving the Glow,None.,0,0,0,0,0,0,0,0,0,0,0,0
Brothers in Arms,None.,0,0,0,0,0,0,0,0,0,0,0,0
1-800-Missing,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0,5,1
Allez la Saussouze!,None.,0,0,0,0,0,0,0,0,0,0,0,0
Sub Conscious,None.,0,0,0,0,0,0,0,0,0,0,0,0
16,2 nominations.,0,2,0,0,0,0,0,0,0,0,2,0
Napoleon Dynamite,10 wins & 22 nominations.,10,22,0,0,0,0,0,0,0,0,22,10
A corazón abierto,None.,0,0,0,0,0,0,0,0,0,0,0,0
31 minutos,None.,0,0,0,0,0,0,0,0,0,0,0,0
Dope Game 2,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Ghost Club,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Kill Bill: Vol. 2,Nominated for 2 Golden Globes. Another 21 wins & 72 nominations.,21,74,0,0,2,0,0,0,0,0,72,21
20h10 pétantes,None.,0,0,0,0,0,0,0,0,0,0,0,0
Achorey HaChadashot,None.,0,0,0,0,0,0,0,0,0,0,0,0
Secrets and Lies,None.,0,0,0,0,0,0,0,0,0,0,0,0
Aspe,None.,0,0,0,0,0,0,0,0,0,0,0,0
Stallgeruch und Katzenjammer,None.,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca Driver,None.,0,0,0,0,0,0,0,0,0,0,0,0
Failure Is Not an Option,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Refusal to Conform to Fashion Runs Deep,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abenteuer 1900 - Leben im Gutshaus,None.,0,0,0,0,0,0,0,0,0,0,0,0
Discovery: South Africa,None.,0,0,0,0,0,0,0,0,0,0,0,0
Resident Evil: Outbreak,None.,0,0,0,0,0,0,0,0,0,0,0,0
7 días; 7 noches,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Amor Descarado,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Basque Ball: Skin Against Stone,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,3,2
Akrovatontas,None.,0,0,0,0,0,0,0,0,0,0,0,0
Legacy,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Letter: An American Town and the 'Somali Invasion',1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Auction Man,None.,0,0,0,0,0,0,0,0,0,0,0,0
When I Grow Up; I'll Be a Kangaroo,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
The Lil' River Rats and the Adventure of the Lost Treasure,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Breakup Film,None.,0,0,0,0,0,0,0,0,0,0,0,0
La mia vita a stelle e strisce,None.,0,0,0,0,0,0,0,0,0,0,0,0
11 Somerset,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alt und durchgeknallt,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,2,1
Aquí hay tomate,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,1,2
The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,1 win.,1,0,0,0,0,0,0,0,0,0,0,1
Wolf,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0,10,2
Sid Caesar Collection: Buried Treasures - The Impact of Sid Caesar,None.,0,0,0,0,0,0,0,0,0,0,0,0
19 Keys,None.,0,0,0,0,0,0,0,0,0,0,0,0
Absolute Power,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alles voor de show,None.,0,0,0,0,0,0,0,0,0,0,0,0
127 wensen: op reis met...,None.,0,0,0,0,0,0,0,0,0,0,0,0
5ive Days to Midnight,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Adam's Family,None.,0,0,0,0,0,0,0,0,0,0,0,0
Agenstvo,None.,0,0,0,0,0,0,0,0,0,0,0,0
Avatopia,None.,0,0,0,0,0,0,0,0,0,0,0,0
Curse of the Ring,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Saw,8 wins & 10 nominations.,8,10,0,0,0,0,0,0,0,0,10,8
1000 seconden,None.,0,0,0,0,0,0,0,0,0,0,0,0
All Grown Up!,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,5,2
Der Abschied,None.,0,0,0,0,0,0,0,0,0,0,0,0
Alegria,None.,0,0,0,0,0,0,0,0,0,0,0,0
Keanu Reeves: Journey to Success,None.,0,0,0,0,0,0,0,0,0,0,0,0
12 corazones,None.,0,0,0,0,0,0,0,0,0,0,0,0
2 vrouwen; 3 miljard mannen,None.,0,0,0,0,0,0,0,0,0,0,0,0
450; chemin du golf,None.,0,0,0,0,0,0,0,0,0,0,0,0
Clean,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0,8,2
Hiccups,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Mystery of Natalie Wood,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
Once Upon a Time in High School: The Spirit of Jeet Kune Do,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Abre tus ojos,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Second Look,None.,0,0,0,0,0,0,0,0,0,0,0,0
Death on the Mountain: Women of K2,None.,0,0,0,0,0,0,0,0,0,0,0,0
Airline,1 nomination.,0,1,0,0,0,0,0,0,0,0,1,0
Astounding Celebrities,None.,0,0,0,0,0,0,0,0,0,0,0,0
Glauber o Filme; Labirinto do Brasil,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0,2,6
12 punts,None.,0,0,0,0,0,0,0,0,0,0,0,0
Home,None.,0,0,0,0,0,0,0,0,0,0,0,0
7 Days Left...,None.,0,0,0,0,0,0,0,0,0,0,0,0
A Night with...,None.,0,0,0,0,0,0,0,0,0,0,0,0
The Story of Absolutely Fabulous,None.,0,0,0,0,0,0,0,0,0,0,0,0
Abhiman,None.,0,0,0,0,0,0,0,0,0,0,0,0
